Country Name,Country Code,Time,Time Code,Completion rate primary education adjusted gender parity index (GPIA) [UIS.CR.1.GPIA],Completion rate primary education adjusted location parity index (LPIA) [UIS.CR.1.LPIA],Completion rate primary education adjusted wealth parity index (WPIA) [UIS.CR.1.WPIA],Completion rate primary education both sexes (%) [UIS.CR.1],Completion rate primary education rural both sexes (%) [UIS.CR.1.RUR],Completion rate primary education urban both sexes (%) [UIS.CR.1.URB],Enrolment in primary education both sexes (number) [SE.PRM.ENRL],Government expenditure on education as % of GDP (%) [SE.XPD.TOTL.GD.ZS],Government expenditure on primary education constant PPP$ (millions) [UIS.X.PPPCONST.1.FSGOV],Government expenditure on education not specified by level constant PPP$ (millions) [UIS.X.PPPCONST.UK.FSGOV],Gross enrolment ratio primary both sexes (%) [SE.PRM.ENRR],Gross enrolment ratio primary gender parity index (GPI) [SE.ENR.PRIM.FM.ZS],Percentage of qualified teachers in primary education both sexes (%) [UIS.QUTP.1],Proportion of primary schools with access to basic drinking water (%) [UIS.SCHBSP.1.WWATA],Proportion of primary schools with access to electricity (%) [UIS.SCHBSP.1.WELEC],Proportion of primary schools with basic handwashing facilities (%) [UIS.SCHBSP.1.WWASH],Proportion of primary schools with access to Internet for pedagogical purposes (%) [UIS.SCHBSP.1.WINTERN],Proportion of primary schools with access to computers for pedagogical purposes (%) [UIS.SCHBSP.1.WCOMPUT],Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics both sexes (%) [UIS.MATH.PRIMARY],Proportion of students at the end of primary achieving at least a minimum proficiency level in reading adjusted gender parity index (GPIA) [UIS.READ.PRIMARY.GPIA],Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics adjusted gender parity index (GPIA) [UIS.MATH.PRIMARY.GPIA],Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading both sexes (%) [UIS.READ.PRIMARY],Survival rate to the last grade of primary education gender parity index (GPI) [UIS.SR.1.GLAST.GPI],Proportion of teachers with the minimum required qualifications in primary education both sexes (%) [SE.PRM.TCAQ.ZS]
French Polynesia,PYF,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
The Gambia,GMB,2015,YR2015,,,,,,,293503.0,2.16003,51.79055,0.0,90.04513,1.06765,85.81372,,,,,,,,,,1.05576,85.81372
The Gambia,GMB,2016,YR2016,,,,,,,308729.0,2.02443,,,92.02221,1.07557,,,43.21503,,,,,,,,,
The Gambia,GMB,2017,YR2017,,,,,,,329828.0,,,,95.23711,1.08312,87.74625,83.70221,35.81489,,,,,,,,,87.74625
The Gambia,GMB,2018,YR2018,1.11551,0.63172,0.54735,65.52499,46.31104,73.30997,350323.0,2.4203,,,98.01438,1.0942,100.0,83.88313,,,,,,,,,1.10249,100.0
The Gambia,GMB,2019,YR2019,,,,,,,374678.0,,,,101.65997,1.10831,87.84279,,34.39655,,,21.2069,,,,,,87.84279
The Gambia,GMB,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,2015,YR2015,,,,,,,288541.0,,,,102.75347,1.0015,,,,,,,,,,,0.99876,
Georgia,GEO,2016,YR2016,,,,,,,291447.0,3.59387,,795.2745,100.34395,1.0033,,100.0,100.0,100.0,100.0,100.0,,,,,1.00148,
Georgia,GEO,2017,YR2017,,,,,,,301094.0,3.57443,,847.61372,100.35831,1.01081,,99.74026,99.74026,99.74026,99.74026,99.74026,,,,,1.0014,
Georgia,GEO,2018,YR2018,,,,,,,305368.0,3.52106,,0.0,98.63084,1.01153,,100.0,100.0,100.0,100.0,100.0,,,,,1.00086,
Georgia,GEO,2019,YR2019,,,,,,,316542.0,,,,99.29888,1.00773,,100.0,100.0,100.0,100.0,100.0,,,,,,
Georgia,GEO,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,2015,YR2015,,,,,,,2879394.0,4.83498,26157.33998,3121.82746,101.66745,0.99873,,100.0,100.0,100.0,,,76.73478,,0.98307,,,
Germany,DEU,2016,YR2016,,,,,,,2895195.0,4.84022,26744.55365,3457.67294,102.67756,1.00026,,100.0,100.0,100.0,,,,1.01431,,94.50745,,
Germany,DEU,2017,YR2017,,,,,,,2954775.0,4.90512,27794.4318,3651.41609,104.02236,1.00257,,100.0,100.0,100.0,,,,,,,,
Germany,DEU,2018,YR2018,,,,,,,2987112.0,,,,103.89456,1.00722,,100.0,100.0,100.0,,,,,,,,
Germany,DEU,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,2015,YR2015,,,,,,,4342315.0,4.51089,,,108.33789,0.99964,54.69452,,,,,,,,,,,54.69452
Ghana,GHA,2016,YR2016,,,,,,,4358176.0,4.48683,,,106.72797,1.01234,,,,,,,,,,,0.95934,56.04477
Ghana,GHA,2017,YR2017,,,,,,,4393061.0,3.61798,,,105.50988,1.0101,55.37378,,,,,,,,,,1.01913,55.37378
Ghana,GHA,2018,YR2018,1.05831,0.82407,0.60743,70.9572,64.8906,78.7441,4401194.0,3.98944,,,103.56847,1.01216,60.41055,32.72151,24.9533,35.2473,8.40981,3.4963,,,,,,60.41055
Ghana,GHA,2019,YR2019,,,,,,,4549875.0,,,,104.84141,1.01386,,,,,,,,,,,,61.5381
Ghana,GHA,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,2016,YR2016,,,,,,,2796.0,,,,101.12116,0.99394,99.5098,100.0,100.0,100.0,100.0,100.0,,,,,,85.29412
Gibraltar,GIB,2017,YR2017,,,,,,,2834.0,,,,103.54403,1.0034,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,100.0
Gibraltar,GIB,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,2019,YR2019,,,,,,,2889.0,,,,107.7583,1.02162,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,0.0
Gibraltar,GIB,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,2015,YR2015,,,,,,,643762.0,,3721.98433,0.0,99.5263,0.99104,,,,,,,,,,,0.99439,
Greece,GRC,2016,YR2016,,,,,,,646577.0,,3743.18838,,99.27773,0.99577,,,,,,,,,,,0.99511,
Greece,GRC,2017,YR2017,,,,,,,649246.0,,3688.71566,0.0,99.55348,1.00029,,,,,,,,,,,0.99386,
Greece,GRC,2018,YR2018,,,,,,,643187.0,,,,99.36643,1.00344,,,,,,,,,,,,
Greece,GRC,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,2015,YR2015,,,,,,,13445.0,,,,118.55216,0.96442,100.0,,,,,,,,,,,63.59039
Grenada,GRD,2016,YR2016,,,,,,,13196.0,,,,112.49787,0.96948,100.0,100.0,100.0,100.0,,100.0,,,,,,62.99766
Grenada,GRD,2017,YR2017,,,,,,,13464.0,3.1738,17.87361,12.28586,111.44773,0.95256,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,64.0625
Grenada,GRD,2018,YR2018,,,,,,,13195.0,,,,106.85076,0.98459,100.0,100.0,100.0,100.0,72.1519,72.1519,,,,,,62.94919
Grenada,GRD,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,2015,YR2015,0.95325,0.83367,0.58313,78.03068,72.19305,86.59694,2381916.0,3.03033,1913.32089,235.93898,101.51269,0.96894,,,,,,,,,,,,
Guatemala,GTM,2016,YR2016,,,,,,,2350849.0,2.94474,2121.3086,172.06072,100.8123,0.96774,,,,,9.11642,12.46362,,,,,1.02099,
Guatemala,GTM,2017,YR2017,,,,,,,2348863.0,2.95182,2230.5617,171.96797,101.19489,0.96986,,,,,,,,,,,1.03036,
Guatemala,GTM,2018,YR2018,,,,,,,2362116.0,3.14093,2411.78671,183.81376,101.90262,0.9742,,,,,,,,,,,1.02873,
Guatemala,GTM,2019,YR2019,,,,,,,2365800.0,3.2122,2634.84261,171.82658,101.87349,0.97812,,,,,,,,,,,,
Guatemala,GTM,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,2015,YR2015,,,,,,,,2.51714,234.10719,0.0,,,,,,,,,,,,,,75.68726
Guinea,GIN,2016,YR2016,0.8515,0.4762,0.29503,53.74833,35.22785,73.9777,1776560.0,2.54456,272.96961,0.0,91.50917,0.81931,91.81794,24.65739,13.97636,84.96705,0.0,0.0,,,,,,75.36093
Guinea,GIN,2017,YR2017,,,,,,,,2.31765,274.33211,0.0,,,,,,,,,,,,,,
Guinea,GIN,2018,YR2018,0.74654,0.40225,0.19619,45.13703,27.16736,67.53896,,2.31594,442.82403,0.0,,,,,,,,,,,,,,
Guinea,GIN,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,2015,YR2015,,,,,,,,5.21483,,,,,,,,,,,,,,,,
Guyana,GUY,2016,YR2016,,,,,,,,6.061,,,,,,,,,,,,,,,,
Guyana,GUY,2017,YR2017,,,,,,,,6.23007,,,,,,,,,,,,,,,,
Guyana,GUY,2018,YR2018,,,,,,,,5.49358,,,,,,,,,,,,,,,,
Guyana,GUY,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,2015,YR2015,,,,,,,,3.15723,,,,,,,,,,,,,,,,
Haiti,HTI,2016,YR2016,,,,,,,,2.44959,,,,,,,,,,,,,,,,
Haiti,HTI,2017,YR2017,1.16323,0.6076,0.25929,53.13746,42.19011,69.43688,,2.68945,,,,,,,,,,,,,,,,
Haiti,HTI,2018,YR2018,,,,,,,,2.78047,,,,,,,,,,,,,,,,
Haiti,HTI,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,2015,YR2015,1.05465,0.86533,0.80698,84.78,78.71,90.96,1154139.0,6.41297,,,92.77764,0.99439,,,,,,,,,,,1.04471,
Honduras,HND,2016,YR2016,1.05204,0.85684,0.81069,84.26,77.93,90.95,1145093.0,,,,92.58469,0.99548,,64.63,48.10633,,16.14221,15.6858,,,,,1.0471,
Honduras,HND,2017,YR2017,,,,,,,1123945.0,,,,91.53496,0.99938,,,,,,,,,,,,
Honduras,HND,2018,YR2018,1.06738,0.90934,0.76435,86.91,82.75,91.0,,6.06746,,,,,,,,,,,,,,,,
Honduras,HND,2019,YR2019,,,,,,,1103956.0,,,,91.45447,1.00072,,87.88233,91.24685,,,,,,,,,
Honduras,HND,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong SAR China,HKG,2015,YR2015,,,,,,,332531.0,3.26212,2741.35728,830.3269,110.22676,1.01762,100.0,,,,,,,,,,1.00058,96.17486
Hong Kong SAR China,HKG,2016,YR2016,,,,,,,340932.0,3.29265,2886.56095,865.72842,108.14175,1.03004,100.0,100.0,100.0,100.0,99.20509,99.20509,,,,,1.00585,96.60663
Hong Kong SAR China,HKG,2017,YR2017,,,,,,,352469.0,3.3101,3014.51929,1072.94164,107.76232,1.04121,100.0,100.0,100.0,100.0,98.89241,98.89241,,,,,0.99759,96.89441
Hong Kong SAR China,HKG,2018,YR2018,,,,,,,365732.0,3.32652,3200.54012,957.6716,108.61767,1.04478,100.0,100.0,100.0,100.0,99.21753,99.21753,,,,,1.01699,96.55109
Hong Kong SAR China,HKG,2019,YR2019,,,,,,,376310.0,3.81058,3395.84326,1505.29396,109.32253,1.04911,100.0,100.0,100.0,100.0,99.3808,99.3808,,,,,,95.98205
Hong Kong SAR China,HKG,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,2015,YR2015,,,,,,,395549.0,4.51866,2008.46718,878.44165,102.32512,0.9968,,100.0,100.0,100.0,100.0,100.0,74.9124,,0.99067,,1.00091,
Hungary,HUN,2016,YR2016,,,,,,,394433.0,4.65539,2091.76746,585.86418,101.87881,0.99754,,100.0,100.0,100.0,100.0,100.0,,1.01231,,97.13811,1.01003,
Hungary,HUN,2017,YR2017,,,,,,,390970.0,4.6671,1924.77874,1258.4431,100.80547,0.99419,,,,,,,,,,,1.00453,
Hungary,HUN,2018,YR2018,,,,,,,373837.0,,,,96.76048,0.99296,,,,,,,,,,,,
Hungary,HUN,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,2015,YR2015,,,,,,,30422.0,7.51291,368.13428,57.75762,98.62543,0.99904,,,,,,,,,,,0.98849,
Iceland,ISL,2016,YR2016,,,,,,,31194.0,7.49521,382.19034,68.40521,99.53414,0.999,,,,,,,,,,,0.9953,
Iceland,ISL,2017,YR2017,,,,,,,31981.0,7.65822,424.09205,72.50642,100.35144,0.99995,,,,,,,,,,,,
Iceland,ISL,2018,YR2018,,,,,,,32421.0,,,,100.43991,0.99755,,,,,,,,,,,,
Iceland,ISL,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,2015,YR2015,,,,,,,138518028.0,,,,108.48523,1.11618,,,,,,,,,,,1.01681,
India,IND,2016,YR2016,0.99788,0.9687,0.81591,91.58431,90.68022,93.60993,145802543.0,,,,114.53832,1.16104,87.98727,83.9422,47.39486,47.80899,,10.18754,,,,,0.98709,69.50208
India,IND,2017,YR2017,,,,,,,143227427.0,,,,112.95786,1.14725,89.34321,80.92738,49.34596,51.18841,,,43.6,1.04255,1.0,46.3,,69.83105
India,IND,2018,YR2018,,,,,,,,,,,,,,,51.84405,,,,,,,,1.01159,
India,IND,2019,YR2019,,,,,,,120064163.0,,,,96.82868,1.01958,91.92161,94.4617,65.18875,86.33161,6.36458,16.75762,,,,,,73.13344
India,IND,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,2015,YR2015,,,,,,,29699771.0,3.5836,40035.18721,12013.43465,105.96024,0.97193,,,,,,,,,,,,
Indonesia,IDN,2016,YR2016,,,,,,,29450356.0,,,,105.60988,0.96915,82.08528,57.83188,90.45489,,,,,,,,1.02725,
Indonesia,IDN,2017,YR2017,1.02069,0.97126,0.91,96.59536,95.1246,97.93917,29351817.0,,,,105.91143,0.96869,83.17635,58.09987,93.03909,,,32.00007,,,,,1.01938,
Indonesia,IDN,2018,YR2018,,,,,,,29425748.0,,,,106.41082,0.96723,89.58623,58.26943,93.13399,69.1064,,40.06711,,,,,,
Indonesia,IDN,2019,YR2019,,,,,,,,,,,,,87.48768,,,,,,,,,,,
Indonesia,IDN,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Islamic Rep. Iran,IRN,2015,YR2015,,,,,,,7670175.0,2.79739,7450.76,0.0,108.9007,1.06232,100.0,,,,,,,,,,1.03763,100.0
Islamic Rep. Iran,IRN,2016,YR2016,,,,,,,8006278.0,3.36576,9547.08819,0.0,111.23557,1.06938,100.0,,,,,,,,,,0.96502,100.0
Islamic Rep. Iran,IRN,2017,YR2017,,,,,,,8171667.0,3.7904,12729.3587,0.0,110.70754,1.05748,100.0,,,,,,,,,,,100.0
Islamic Rep. Iran,IRN,2018,YR2018,,,,,,,,3.95536,15131.84879,0.0,,,,,,,,,,,,,,
Islamic Rep. Iran,IRN,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Islamic Rep. Iran,IRN,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,2018,YR2018,0.9391,0.86984,0.58416,75.67041,68.80206,79.09772,,,,,,,,,,,,,,,,,,
Iraq,IRQ,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,2015,YR2015,,,,,,,544856.0,3.75829,4641.7267,0.0,101.18464,0.996,,,,,,,,,,,,
Ireland,IRL,2016,YR2016,,,,,,,553585.0,3.71973,4820.86944,0.0,101.34149,0.99426,,,,,,,,,,,,
Ireland,IRL,2017,YR2017,,,,,,,559151.0,3.50686,4557.94653,0.0,100.85278,0.99693,,,,,,,,,,,,
Ireland,IRL,2018,YR2018,,,,,,,564304.0,,,,101.03288,0.99493,,,,,,,,,,,,
Ireland,IRL,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,2015,YR2015,,,,,,,883706.0,5.8673,7157.36307,0.0,105.62396,1.00666,,100.0,100.0,100.0,85.0,85.0,,,,,0.99691,
Israel,ISR,2016,YR2016,,,,,,,896526.0,5.85713,7473.62949,15.25941,104.74805,1.00916,,100.0,100.0,100.0,85.0,85.0,,,,,0.98249,
Israel,ISR,2017,YR2017,,,,,,,917118.0,6.09262,8113.61085,14.95301,104.90112,1.00901,,,,,,,,,,,0.98486,
Israel,ISR,2018,YR2018,,,,,,,936214.0,,,,104.68843,1.00878,,,,,,,,,,,,
Israel,ISR,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,2015,YR2015,,,,,,,2856247.0,4.07363,24986.64847,0.0,100.38675,0.99571,,100.0,100.0,100.0,,,,,,,1.00036,
Italy,ITA,2016,YR2016,,,,,,,2831821.0,3.81579,22733.23883,0.0,99.42546,1.00004,,100.0,100.0,100.0,70.0,,,,,,0.99916,
Italy,ITA,2017,YR2017,,,,,,,2902379.0,4.04494,24875.78929,29440.3053,101.87936,0.96999,,,,,,,,,,,1.00093,
Italy,ITA,2018,YR2018,,,,,,,2870763.0,,,,101.24795,0.96739,,,,,,,,,,,,
Italy,ITA,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,2015,YR2015,,,,,,,259449.0,5.45577,522.64317,0.0,91.88556,1.05793,93.37625,,,,,,,,,,,93.37625
Jamaica,JAM,2016,YR2016,,,,,,,253196.0,5.31508,502.5298,0.0,90.88122,0.9853,100.0,93.92202,93.92202,93.92202,84.40367,33.1422,,,,,1.00556,96.20751
Jamaica,JAM,2017,YR2017,,,,,,,246972.0,5.26062,532.39029,0.0,89.76785,0.98402,,93.92898,93.92898,93.92898,84.30699,33.10424,,,,,1.01244,
Jamaica,JAM,2018,YR2018,,,,,,,248836.0,5.41478,499.22602,0.0,90.99539,0.95526,100.0,,99.88545,99.88545,,85.33792,,,,,0.99766,100.0
Jamaica,JAM,2019,YR2019,,,,,,,232694.0,5.16919,500.07971,0.0,85.06328,0.97849,100.0,90.2746,100.0,100.0,78.83295,85.24027,,,,,,100.0
Jamaica,JAM,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,2015,YR2015,,,,,,,6638174.0,,,,,,,,,,,,,,,,1.0009,
Japan,JPN,2016,YR2016,,,,,,,6581949.0,3.18618,56505.00245,0.0,,,,,,,,,,,,,1.00025,
Japan,JPN,2017,YR2017,,,,,,,6531731.0,3.18218,56667.34219,0.0,,,,,,,,,,,,,,
Japan,JPN,2018,YR2018,,,,,,,6504523.0,,,,,,,,,,,,,,,,,
Japan,JPN,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,2016,YR2016,,,,,,,1049674.0,3.51412,1540.41303,0.0,78.56042,0.98421,100.0,,,,,,,,,,,100.0
Jordan,JOR,2017,YR2017,,,,,,,1106611.0,3.28405,1474.39868,0.0,80.77087,0.98168,100.0,,,,,,,,,,1.02401,100.0
Jordan,JOR,2018,YR2018,1.00966,1.0061,0.92279,96.59753,97.1227,96.53,1133982.0,3.03435,1487.05092,0.0,81.4589,0.98193,100.0,35.5813,35.5813,35.5813,12.74307,12.74307,,,,,1.01664,100.0
Jordan,JOR,2019,YR2019,,,,,,,1147202.0,3.07253,1490.78867,0.0,81.79921,0.98335,100.0,35.75171,35.75171,,13.40185,13.40185,,,,,,100.0
Jordan,JOR,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,2015,YR2015,1.00127,1.00037,1.00378,99.87547,99.89252,99.85565,1196027.0,2.78858,,854.4153,111.64008,1.00178,100.0,,,,,,79.67441,,1.01665,,1.0083,100.0
Kazakhstan,KAZ,2016,YR2016,,,,,,,1273774.0,2.9781,,930.46581,109.88521,1.00264,100.0,,,,,,,1.00743,,98.09229,1.03223,100.0
Kazakhstan,KAZ,2017,YR2017,,,,,,,1356500.0,2.75082,87.12842,935.28258,108.74776,1.0166,100.0,,100.0,,,,,,,,0.99203,100.0
Kazakhstan,KAZ,2018,YR2018,,,,,,,1406967.0,2.61595,80.33844,851.23356,105.83673,1.0172,100.0,,100.0,,,,,,,,0.99215,100.0
Kazakhstan,KAZ,2019,YR2019,,,,,,,1461448.0,,,,104.37133,1.01801,100.0,,100.0,,,,,,,,,100.0
Kazakhstan,KAZ,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,2015,YR2015,,,,,,,8168710.0,5.27134,3051.55878,160.75851,103.66157,0.99947,,,,,,,,,,,,
Kenya,KEN,2016,YR2016,,,,,,,8290450.0,5.36267,,,103.20534,1.0037,,,82.62217,,,,,,,,,
Kenya,KEN,2017,YR2017,,,,,,,,5.36668,,,,,,,,,,,,,,,,
Kenya,KEN,2018,YR2018,,,,,,,,5.30625,,,,,,,,,,,,,,,,
Kenya,KEN,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,2015,YR2015,,,,,,,15915.0,,,,105.55113,1.02041,,,,,,,,,,,,
Kiribati,KIR,2016,YR2016,,,,,,,16880.0,,,,106.28384,1.02322,94.20732,,,,,,,,,,,72.71341
Kiribati,KIR,2017,YR2017,,,,,,,16695.0,,,,101.30461,1.07131,99.69466,,,,,,,,,,,
Kiribati,KIR,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,2019,YR2019,1.04475,0.9687,0.92248,94.08632,92.54235,95.53265,,,,,,,,,,,,,,,,,,
Kiribati,KIR,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Dem. Peoples Rep. Korea,PRK,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
Dem. Peoples Rep. Korea,PRK,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,,,
Dem. Peoples Rep. Korea,PRK,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Dem. Peoples Rep. Korea,PRK,2018,YR2018,,,,,,,1507780.0,,,,89.31642,0.99923,100.0,,,,,,,,,,,
Dem. Peoples Rep. Korea,PRK,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Dem. Peoples Rep. Korea,PRK,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Rep. Korea,KOR,2015,YR2015,,,,,,,2721766.0,,,,98.78454,0.99847,,100.0,100.0,100.0,100.0,100.0,,,,,0.99998,
Rep. Korea,KOR,2016,YR2016,,,,,,,2680126.0,4.3331,28040.159,0.0,97.71842,0.99847,,100.0,100.0,100.0,100.0,100.0,,,,,1.00053,
Rep. Korea,KOR,2017,YR2017,,,,,,,2681815.0,,,,98.0886,0.99754,,,,,,,,,,,0.99949,
Rep. Korea,KOR,2018,YR2018,,,,,,,2719358.0,,,,99.60978,0.99823,,,,,,,,,,,,
Rep. Korea,KOR,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Rep. Korea,KOR,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,2015,YR2015,,,,,,,264185.0,,,,102.58974,1.03221,76.92385,,,,,,,,,,0.98906,78.93324
