Country Name,Country Code,Time,Time Code,Completion rate primary education adjusted gender parity index (GPIA) [UIS.CR.1.GPIA],Completion rate primary education adjusted location parity index (LPIA) [UIS.CR.1.LPIA],Completion rate primary education adjusted wealth parity index (WPIA) [UIS.CR.1.WPIA],Completion rate primary education both sexes (%) [UIS.CR.1],Completion rate primary education rural both sexes (%) [UIS.CR.1.RUR],Completion rate primary education urban both sexes (%) [UIS.CR.1.URB],Enrolment in primary education both sexes (number) [SE.PRM.ENRL],Government expenditure on education as % of GDP (%) [SE.XPD.TOTL.GD.ZS],Government expenditure on primary education constant PPP$ (millions) [UIS.X.PPPCONST.1.FSGOV],Government expenditure on education not specified by level constant PPP$ (millions) [UIS.X.PPPCONST.UK.FSGOV],Gross enrolment ratio primary both sexes (%) [SE.PRM.ENRR],Gross enrolment ratio primary gender parity index (GPI) [SE.ENR.PRIM.FM.ZS],Percentage of qualified teachers in primary education both sexes (%) [UIS.QUTP.1],Proportion of primary schools with access to basic drinking water (%) [UIS.SCHBSP.1.WWATA],Proportion of primary schools with access to electricity (%) [UIS.SCHBSP.1.WELEC],Proportion of primary schools with basic handwashing facilities (%) [UIS.SCHBSP.1.WWASH],Proportion of primary schools with access to Internet for pedagogical purposes (%) [UIS.SCHBSP.1.WINTERN],Proportion of primary schools with access to computers for pedagogical purposes (%) [UIS.SCHBSP.1.WCOMPUT],Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics both sexes (%) [UIS.MATH.PRIMARY],Proportion of students at the end of primary achieving at least a minimum proficiency level in reading adjusted gender parity index (GPIA) [UIS.READ.PRIMARY.GPIA],Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics adjusted gender parity index (GPIA) [UIS.MATH.PRIMARY.GPIA],Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading both sexes (%) [UIS.READ.PRIMARY],Survival rate to the last grade of primary education gender parity index (GPI) [UIS.SR.1.GLAST.GPI],Proportion of teachers with the minimum required qualifications in primary education both sexes (%) [SE.PRM.TCAQ.ZS]
Afghanistan,AFG,2015,YR2015,0.59957,0.67963,0.60171,54.21079,48.08922,70.75815,6199329.0,3.2558,1405.62331,0.0,103.53452,0.68081,,,,,,,,,,,,
Afghanistan,AFG,2016,YR2016,,,,,,,6265011.0,4.22836,1425.77102,0.0,102.48647,0.67937,76.01349,,,2.5548,,,,,,,,
Afghanistan,AFG,2017,YR2017,,,,,,,6350404.0,4.05887,1433.9328,0.0,102.17579,0.67617,76.01306,56.67728,,3.07716,,,,,,,,
Afghanistan,AFG,2018,YR2018,,,,,,,6544906.0,,,,103.99616,0.66691,79.06594,59.62904,,4.63701,,,,,,,,
Afghanistan,AFG,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,2015,YR2015,,,,,,,188371.0,3.43797,681.72752,5.97259,105.54298,1.0313,75.47188,,,,,,,,,,1.00446,
Albania,ALB,2016,YR2016,,,,,,,179564.0,3.96209,,23.30414,105.55386,1.03555,80.28783,,,,,,,,,,1.01023,
Albania,ALB,2017,YR2017,1.01604,0.96692,0.95259,94.95685,93.14397,96.33082,174836.0,3.61172,779.43098,26.78574,107.0466,1.03224,84.12193,,,,,,,,,,1.0177,
Albania,ALB,2018,YR2018,,,,,,,170861.0,,,,106.99342,1.03765,83.61617,54.98747,94.08521,71.02757,46.76692,50.37594,,,,,0.99123,89.92081
Albania,ALB,2019,YR2019,,,,,,,167104.0,,,,104.81274,1.02963,88.12641,53.36077,97.71376,63.32876,50.70873,49.01692,,,,,,
Albania,ALB,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2015,YR2015,,,,,,,3925429.0,,,,115.87784,0.9523,100.0,,,,,,,,,,1.0097,100.0
Algeria,DZA,2016,YR2016,,,,,,,4118362.0,,,,113.8302,0.94972,100.0,,,,,,,,,,1.02348,
Algeria,DZA,2017,YR2017,,,,,,,4283207.0,,,,111.76448,0.95093,100.0,,,,,,,,,,1.02015,
Algeria,DZA,2018,YR2018,,,,,,,4429994.0,,,,109.88282,0.95499,100.0,,,,,,,,,,1.00718,
Algeria,DZA,2019,YR2019,,,,,,,4516571.0,,,,107.33169,0.95585,100.0,,,,,,,,,,,
Algeria,DZA,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,2015,YR2015,,,,,,,4164.0,3.28035,,,,,100.0,,,,,,,,,,,100.0
Andorra,AND,2016,YR2016,,,,,,,4248.0,3.23707,,,,,100.0,100.0,100.0,100.0,100.0,100.0,,,,,1.02328,100.0
Andorra,AND,2017,YR2017,,,,,,,4263.0,3.21709,,,,,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,100.0
Andorra,AND,2018,YR2018,,,,,,,4325.0,3.24672,,,,,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,100.0
Andorra,AND,2019,YR2019,,,,,,,4322.0,3.15162,,,,,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,100.0
Andorra,AND,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,2015,YR2015,0.89174,0.36599,0.21008,59.8742,27.05703,73.92891,5620915.0,,,,113.47796,0.87413,,,,,,,,,,,,
Angola,AGO,2016,YR2016,,,,,,,,,,,,,62.99999,19.96747,22.35055,,2.70028,7.01911,,,,,,
Angola,AGO,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,2015,YR2015,,,,,,,10077.0,,,,104.99062,0.96619,100.0,,,,,,,,,,,65.29161
Antigua and Barbuda,ATG,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,2017,YR2017,,,,,,,9946.0,,,,103.66896,0.98406,92.9697,98.3871,100.0,98.3871,,,,,,,,55.15152
Antigua and Barbuda,ATG,2018,YR2018,,,,,,,10123.0,,,,105.02127,0.99208,100.0,100.0,100.0,100.0,90.0,90.0,,,,,,52.81863
Antigua and Barbuda,ATG,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,2015,YR2015,,,,,,,4784446.0,5.77611,17913.11918,0.0,111.30341,0.99881,,,95.3246,,37.02269,58.65497,,,,,1.00852,
Argentina,ARG,2016,YR2016,,,,,,97.84,4775782.0,5.54549,16858.44787,0.0,110.73918,0.99764,,,96.47887,,38.33734,61.82755,,,,,1.00389,
Argentina,ARG,2017,YR2017,,,,,,97.13,4753843.0,5.46223,16776.69213,0.0,109.74146,0.99797,,,96.84334,,39.98208,64.51513,,,,,,
Argentina,ARG,2018,YR2018,,,,,,97.47,,,,,,,,,,,,,,,,,,
Argentina,ARG,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,2015,YR2015,,,,,,,144549.0,2.80591,179.91578,60.3494,95.00365,1.01521,,,,,,,54.56382,,1.04447,,0.99585,
Armenia,ARM,2016,YR2016,0.9972,1.00475,0.98667,99.26774,99.54745,99.0743,148481.0,2.75812,189.1639,28.94465,94.5179,1.0089,,,,,,,,,,,0.98884,
Armenia,ARM,2017,YR2017,,,,,,,152134.0,2.70759,187.1431,84.65637,94.08352,1.00321,,,,,,,,,,,0.98366,
Armenia,ARM,2018,YR2018,,,,,,,153415.0,,,,92.71525,0.99961,100.0,,100.0,,100.0,100.0,,,,,1.02268,
Armenia,ARM,2019,YR2019,,,,,,,154409.0,,,,91.84506,1.00534,100.0,99.84508,100.0,,100.0,100.0,,,,,,73.62439
Armenia,ARM,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,2015,YR2015,,,,,,,,5.97571,55.41152,35.3921,,,,,,,,,,,,,,
Aruba,ABW,2016,YR2016,,,,,,,,5.52415,60.38347,33.22277,,,,,,,,,,,,,,
Aruba,ABW,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,ABW,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,2015,YR2015,,,,,,,2140571.0,5.31127,19306.57496,0.0,101.59991,1.00029,,100.0,100.0,100.0,100.0,100.0,64.43291,,0.97337,,,
Australia,AUS,2016,YR2016,,,,,,,2179689.0,5.27678,20461.03408,0.0,100.74441,0.99978,,100.0,100.0,100.0,100.0,100.0,,,,,,
Australia,AUS,2017,YR2017,,,,,,,2216779.0,5.12425,20501.38834,0.0,100.33898,0.9999,,,,,,,,,,,,
Australia,AUS,2018,YR2018,,,,,,,2247875.0,,,,100.16059,0.99891,,,,,,,,,,,,
Australia,AUS,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,2015,YR2015,,,,,,,327816.83333,5.45658,4153.96382,0.0,101.99748,0.99097,,,,,,,,,,,1.00027,
Austria,AUT,2016,YR2016,,,,,,,329031.5,5.48435,4270.34151,0.0,102.26436,0.99492,,,,,,,,1.01,,97.58574,,
Austria,AUT,2017,YR2017,,,,,,,334933.16667,5.35804,4353.81992,0.0,103.11315,0.99727,,,,,,,,,,,1.00217,
Austria,AUT,2018,YR2018,,,,,,,339021.83333,,,,103.31685,0.99488,,,,,,,,,,,,
Austria,AUT,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,2015,YR2015,,,,,,,551118.0,2.95168,,932.21196,106.60149,0.98318,,,,,,,,,,,0.9998,99.27994
Azerbaijan,AZE,2016,YR2016,,,,,,,580980.0,2.90341,,0.0,106.43174,0.99011,100.0,100.0,100.0,100.0,49.19319,94.28507,,1.06033,,80.78633,1.07646,
Azerbaijan,AZE,2017,YR2017,,,,,,,607391.0,2.47382,,0.0,103.2941,1.01633,99.95928,100.0,100.0,100.0,52.53819,93.93531,,,,,,98.03782
Azerbaijan,AZE,2018,YR2018,,,,,,,635153.0,2.45543,,0.0,99.7221,1.00546,99.91497,100.0,100.0,100.0,53.62776,94.38936,,,,,1.01984,99.52143
Azerbaijan,AZE,2019,YR2019,,,,,,,645392.0,,,,97.93535,1.03081,99.92918,100.0,100.0,100.0,54.49426,94.88624,,,,,,99.83149
Azerbaijan,AZE,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Bahamas,BHS,2015,YR2015,,,,,,,32719.0,,,,86.22971,0.97338,89.6463,,,,,,,,,,,89.6463
Bahamas,BHS,2016,YR2016,,,,,,,30655.0,,,,81.46426,1.00666,100.0,,,,,,,,,,,90.06828
Bahamas,BHS,2017,YR2017,,,,,,,,,,,,,89.6463,,,,,,,,,,,89.6463
Bahamas,BHS,2018,YR2018,,,,,,,29504.0,,,,81.36117,0.99507,89.78247,,,,,,,,,,,89.78247
Bahamas,BHS,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Bahamas,BHS,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,2015,YR2015,,,,,,,108154.0,2.66808,583.21852,74.11958,101.20051,1.00991,95.70452,,,,,,,,,,1.01116,82.48183
Bahrain,BHR,2016,YR2016,,,,,,,112179.0,,,77.44936,101.09313,1.02083,96.35601,100.0,100.0,100.0,100.0,100.0,,,,,1.02459,83.69343
Bahrain,BHR,2017,YR2017,,,,,,,113470.0,2.32781,,68.72669,101.21309,0.9958,96.09944,100.0,100.0,100.0,100.0,100.0,,,,,0.9792,83.74411
Bahrain,BHR,2018,YR2018,,,,,,,113878.0,,,,99.36305,0.98787,100.0,100.0,100.0,100.0,100.0,100.0,,,,,1.01187,100.0
Bahrain,BHR,2019,YR2019,,,,,,,115819.0,,,,98.02791,0.99417,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,100.0
Bahrain,BHR,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,2015,YR2015,,,,,,,,,,,,,,,,,,,25.0,,,45.0,,47.579
Bangladesh,BGD,2016,YR2016,,,,,,,,1.53554,,0.0,,,100.0,78.91008,43.34005,29.01236,4.14485,17.90941,,,,,,50.43132
Bangladesh,BGD,2017,YR2017,,,,,,,17251350.0,,,,114.98866,1.07176,100.0,,,,,,32.0,,,44.0,,50.43127
Bangladesh,BGD,2018,YR2018,,,,,,,17338100.0,,,,116.46634,1.07471,100.0,,,,,,,,,,,
Bangladesh,BGD,2019,YR2019,1.14346,0.99441,0.76957,82.60853,82.51376,82.97742,,1.32632,,0.0,,,,,,,,,,,,,,
Bangladesh,BGD,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,BRB,2015,YR2015,,,,,,,20909.0,,,,95.91724,0.99302,100.0,100.0,100.0,100.0,,,,,,,,65.83333
Barbados,BRB,2016,YR2016,,,,,,,20731.0,4.95139,65.21567,0.0,97.28297,0.99771,100.0,100.0,100.0,100.0,,,,,,,,69.02769
Barbados,BRB,2017,YR2017,,,,,,,20384.0,4.36638,,0.0,97.76968,0.96503,100.0,100.0,100.0,100.0,,,,,,,,79.80636
Barbados,BRB,2018,YR2018,,,,,,,20218.0,,,,99.35135,0.96328,100.0,100.0,100.0,100.0,,,,,,,,76.47059
Barbados,BRB,2019,YR2019,,,,,,,19895.0,,,,100.33791,0.95805,100.0,100.0,100.0,100.0,,,,,,,,75.1073
Barbados,BRB,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,2015,YR2015,,,,,,,387051.0,4.78752,,384.52686,99.14978,1.00156,99.76395,,,,,,,,,,1.01544,99.38717
Belarus,BLR,2016,YR2016,,,,,,,410487.0,4.94655,,384.78838,101.07704,1.00284,100.0,100.0,100.0,100.0,80.93287,100.0,,,,,0.99477,99.47286
Belarus,BLR,2017,YR2017,,,,,,,423001.0,4.79499,,400.91866,101.96579,0.99448,100.0,100.0,100.0,100.0,84.77141,99.9678,,,,,1.0093,99.64884
Belarus,BLR,2018,YR2018,,,,,,,427752.0,,,,100.50021,0.99773,100.0,100.0,100.0,100.0,87.00696,100.0,,,,,,99.55488
Belarus,BLR,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,2015,YR2015,,,,,,,782606.0,6.45157,8472.43992,685.26899,103.15581,0.9983,,100.0,100.0,100.0,100.0,100.0,,,,,,
Belgium,BEL,2016,YR2016,,,,,,,797390.0,6.45954,8709.25882,739.29062,103.31777,0.99886,,100.0,100.0,100.0,100.0,100.0,,,,,,
Belgium,BEL,2017,YR2017,,,,,,,814974.0,6.41228,8797.68559,726.32212,103.90557,1.00099,,100.0,100.0,100.0,100.0,100.0,,,,,,
Belgium,BEL,2018,YR2018,,,,,,,821236.0,,,,103.3507,1.00478,,100.0,100.0,100.0,100.0,100.0,,,,,,
Belgium,BEL,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,2015,YR2015,,,,,,,52072.0,6.88889,58.24033,16.35294,112.88833,0.95398,28.76766,,,,,,,,,,,67.50392
Belize,BLZ,2016,YR2016,1.01134,0.99078,0.921,96.18351,95.85182,96.74338,52333.0,7.28477,63.58962,20.11026,114.48416,0.95204,27.15517,,,,,,,,,,1.04982,72.84483
Belize,BLZ,2017,YR2017,,,,,,,51512.0,7.50989,62.33151,29.10223,113.23061,0.95157,,,,,,,,,,,1.00784,
Belize,BLZ,2018,YR2018,,,,,,,50764.0,7.56149,63.72615,29.23093,111.69688,0.9492,20.77163,,,,,,,,,,,79.22837
Belize,BLZ,2019,YR2019,,,,,,,50388.0,,,,110.49031,0.96679,82.27221,,,,,,,,,,,17.72779
Belize,BLZ,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,2015,YR2015,,,,,,,2238185.0,3.17298,492.40306,0.0,132.46685,0.93024,100.0,,,,,,,,,,0.95486,69.09717
Benin,BEN,2016,YR2016,,,,,,,2267835.0,2.8991,,,130.90229,0.93627,100.0,44.61415,20.90925,,,,,,,,,70.41661
Benin,BEN,2017,YR2017,,,,,,,2251555.0,3.53559,,,126.64611,0.93503,100.0,,,,,,,,,,,68.26635
Benin,BEN,2018,YR2018,0.8663,0.69802,0.2786,47.57439,40.43142,57.92332,2223966.0,2.93397,,,121.95825,0.93733,100.0,,25.58659,,,,,,,,0.92192,70.42546
Benin,BEN,2019,YR2019,,,,,,,2180896.0,,,,116.70859,0.92968,100.0,40.47875,28.04375,,,,,,,,,71.22289
Benin,BEN,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,2015,YR2015,,,,,,,4147.0,1.6986,,,101.14634,0.98176,,,,,,,,,,,,
Bermuda,BMU,2016,YR2016,,,,,,,,,,,,,100.0,,100.0,100.0,100.0,100.0,,,,,,100.0
Bermuda,BMU,2017,YR2017,,,,,,,,1.50039,,0.0,,,,,,,,,,,,,,
Bermuda,BMU,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,2015,YR2015,,,,,,,99291.0,7.5901,,0.0,104.23377,1.01085,100.0,,87.3494,,45.48193,14.45783,,,,,,100.0
Bhutan,BTN,2016,YR2016,,,,,,,96654.0,6.99333,,,102.66068,1.00472,100.0,,,,,,,,,,1.10081,100.0
Bhutan,BTN,2017,YR2017,,,,,,,94184.0,7.22574,,,101.33414,0.99865,100.0,,,,,,,,,,,100.0
Bhutan,BTN,2018,YR2018,,,,,,,91768.0,6.85084,,,100.13968,1.00166,100.0,,,,51.62338,,,,,,,100.0
Bhutan,BTN,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,2020,YR2020,,,,,,,94165.0,,,,105.81169,1.01541,100.0,80.20305,94.67005,,61.42132,20.55838,,,,,,100.0
Bolivia,BOL,2015,YR2015,1.01087,0.9796,0.97804,96.94,95.57,97.56,1345182.0,,,,95.90844,0.97968,,,,,,,,,,,1.02906,86.60964
Bolivia,BOL,2016,YR2016,0.98906,0.95405,0.95577,96.37,93.43,97.93,1354038.0,,,,96.55513,0.98378,,,,,,,,,,,1.01918,86.71649
Bolivia,BOL,2017,YR2017,0.9962,0.94796,0.93724,97.31,93.81,98.96,1368580.0,,,,97.52736,0.98696,,,,,,,,,,,1.01672,87.79961
Bolivia,BOL,2018,YR2018,1.00829,0.97746,0.97557,97.32,95.82,98.03,1379099.0,,,,98.15092,0.99004,,,,,,,,,,,,90.37878
Bolivia,BOL,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,2015,YR2015,,,,,,,162629.0,,,,,,,,,,,,,,,,0.97763,
Bosnia and Herzegovina,BIH,2016,YR2016,,,,,,,161560.0,,,1613.87243,,,,,,,,,,,,,0.99462,
Bosnia and Herzegovina,BIH,2017,YR2017,,,,,,,161483.0,,,,,,,,,,,,,,,,1.02959,
Bosnia and Herzegovina,BIH,2018,YR2018,,,,,,,159380.0,,,,,,,,,,,,,,,,1.0091,
Bosnia and Herzegovina,BIH,2019,YR2019,,,,,,,157304.0,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,2015,YR2015,,,,,,,344618.0,,,,103.23839,0.97776,,,,,,,,,,,,
Botswana,BWA,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,2015,YR2015,1.01939,0.97742,0.9557,97.0,95.21,97.41,16299166.0,6.24106,49225.49606,0.0,,,,,,,,,,,,,,
Brazil,BRA,2016,YR2016,1.03443,0.95139,0.90611,93.84,90.03,94.63,16118565.0,6.31404,48275.01301,0.0,,,,,,,,,,,,,,
Brazil,BRA,2017,YR2017,1.02973,0.95714,0.92822,94.74,91.33,95.42,16106812.0,6.32255,47603.50973,0.0,,,,,95.79274,95.33422,62.04365,53.54419,,,,,,
Brazil,BRA,2018,YR2018,1.02592,0.96283,0.93022,95.16,92.22,95.78,15951913.0,,,,,,,,,,,,,,,,,
Brazil,BRA,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,2015,YR2015,,,,,,,3358.0,5.13479,,,118.53159,0.93656,,,,,,,,,,,,91.60839
British Virgin Islands,VGB,2016,YR2016,,,,,,,3309.0,,,,122.23864,0.94539,86.6242,100.0,100.0,100.0,62.96296,77.77778,,,,,,81.21019
British Virgin Islands,VGB,2017,YR2017,,,,,,,3334.0,2.35899,,,128.82535,0.95761,91.98606,100.0,100.0,81.48148,100.0,88.88889,,,,,1.28715,80.13937
British Virgin Islands,VGB,2018,YR2018,,,,,,,2529.0,2.46599,,0.0,102.55474,0.99819,100.0,100.0,100.0,91.30435,100.0,100.0,,,,,,95.1417
British Virgin Islands,VGB,2019,YR2019,,,,,,,,,,0.0,,,,,,,,,,,,,,
British Virgin Islands,VGB,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,2015,YR2015,,,,,,,40397.0,,,,105.52755,0.99665,100.0,,,,,,,,,,,82.32085
Brunei Darussalam,BRN,2016,YR2016,,,,,,,40471.0,4.42541,209.36899,,107.12282,0.99899,100.0,,100.0,100.0,,,,,,,0.98174,84.90804
Brunei Darussalam,BRN,2017,YR2017,,,,,,,39610.0,,,,104.85771,1.00009,100.0,,100.0,100.0,,,,,,,,85.34704
Brunei Darussalam,BRN,2018,YR2018,,,,,,,39472.0,,,,103.15162,1.00833,100.0,,100.0,100.0,,,,,,,1.00925,86.41263
Brunei Darussalam,BRN,2019,YR2019,,,,,,,39236.0,,,,100.0995,1.00842,100.0,,100.0,100.0,,,,,,,,86.64674
Brunei Darussalam,BRN,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,2015,YR2015,,,,,,,261793.0,,,,94.19827,0.98992,,,,,,,75.11706,,1.02935,,0.99846,
Bulgaria,BGR,2016,YR2016,,,,,,,261969.0,,,,91.08322,0.98943,,,,,,,,1.01655,,94.78671,1.00249,
Bulgaria,BGR,2017,YR2017,,,,,,,264503.0,4.0925,1222.68611,0.0,89.33377,0.99389,,,,,,,,,,,0.99809,
Bulgaria,BGR,2018,YR2018,,,,,,,262735.0,,,,87.44221,0.99441,,,,,,,,,,,,
Bulgaria,BGR,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,2015,YR2015,,,,,,,2706803.0,3.67009,744.17341,0.0,88.36616,0.97444,85.42001,,,,,,,,,,1.15154,85.42001
Burkina Faso,BFA,2016,YR2016,,,,,,,2873049.0,,,0.0,91.11084,0.97828,83.32707,54.69123,15.85807,18.3828,0.0,0.0,,,,,1.16741,73.19373
Burkina Faso,BFA,2017,YR2017,,,,,,,3040802.0,5.60347,,,93.65313,0.9849,96.16172,55.98174,18.33659,29.55643,,,,,,,1.14372,85.83756
Burkina Faso,BFA,2018,YR2018,,,,,,,3206060.0,5.38379,,,96.09037,0.9835,94.74062,58.16197,19.21173,29.53795,0.13963,0.31734,,,,,1.23005,87.57573
Burkina Faso,BFA,2019,YR2019,,,,,,,3233784.0,,,,94.53571,0.99476,95.59227,59.12675,20.69078,28.90844,0.22809,5.9824,,,,,,88.59325
Burkina Faso,BFA,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,2015,YR2015,,,,,,,2072408.0,6.37054,,,130.90342,1.02956,100.0,,,,,,,,,,1.16246,100.0
Burundi,BDI,2016,YR2016,,,,,,,2110429.0,4.692,,,128.04206,1.02292,100.0,42.81023,7.71757,20.26742,0.0,0.0,,,,,1.13742,100.0
Burundi,BDI,2017,YR2017,1.12811,0.69976,0.41035,53.34742,50.48193,72.14172,2126173.0,4.76202,,,123.85962,1.01499,100.0,38.49442,8.52529,20.73142,0.0,0.0,,,,,1.1761,100.0
Burundi,BDI,2018,YR2018,,,,,,,2170884.0,5.07865,,,121.42156,1.0125,100.0,38.52844,8.43912,20.52186,0.0,0.0,,,,,1.23403,100.0
Burundi,BDI,2019,YR2019,,,,,,,2212532.0,,,,118.96024,1.01483,100.0,38.92354,8.73181,20.44352,0.0,0.0,,,,,,100.0
Burundi,BDI,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,2015,YR2015,,,,,,,65580.0,5.26691,68.32385,2.34215,105.49684,0.93139,,,,,,,,,,,1.02024,
Cabo Verde,CPV,2016,YR2016,,,,,,,64326.0,5.28879,71.17496,2.49356,103.90747,0.9322,96.99499,95.41063,71.49758,,,,,,,,,93.25543
Cabo Verde,CPV,2017,YR2017,,,,,,,63582.0,5.18175,70.48434,7.01468,103.28292,0.93291,98.90584,97.08738,76.45631,89.32039,9.46602,40.7767,,,,,,93.43501
Cabo Verde,CPV,2018,YR2018,,,,,,,64127.0,,,,104.02797,0.93421,93.62471,98.78049,79.26829,77.56098,15.85366,41.95122,,,,,,98.55406
Cabo Verde,CPV,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,2015,YR2015,,,,,,,2178916.0,,,,117.07848,0.99283,100.0,,,,,,,,,,1.14324,100.0
Cambodia,KHM,2016,YR2016,,,,,,,2105903.0,,,,110.18765,0.97469,100.0,,,48.8444,,,46.9,,,68.5,1.06658,100.0
Cambodia,KHM,2017,YR2017,,,,,,,2111631.0,,,,107.81306,0.97582,100.0,,,,,,,,,,1.11382,100.0
Cambodia,KHM,2018,YR2018,,,,,,,2147313.0,2.16286,,,107.41485,0.976,100.0,,,,,,,,,,1.0987,100.0
Cambodia,KHM,2019,YR2019,,,,,,,2163143.0,,,,106.47474,0.97389,100.0,,,,,,,,,,,100.0
Cambodia,KHM,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
